mode, top_cut, ratio, title, link, score
max_pooling_single, walking sticks, 1, 0.1, Black Footbed, https://www.cotswoldoutdoor.com/p/superfeet-black-footbed-B9224043.html, 0.05510126577163485
max_pooling_single, walking sticks, 1, 0.1, Coast Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-coast-sunglasses-E5114456.html, 0.055662686893133195
max_pooling_single, walking sticks, 1, 0.1, Mens Tanken Pants, https://www.cotswoldoutdoor.com/p/the-north-face-mens-tanken-pants-A1B14027.html, 0.05577328101279804
max_pooling_single, walking sticks, 1, 0.1, Freight Hat, https://www.cotswoldoutdoor.com/p/rab-freight-hat-A3424575.html, 0.056024219663180524
max_pooling_single, walking sticks, 1, 0.1, Camps Bay Zip Off Trousers, https://www.cotswoldoutdoor.com/p/ayacucho-camps-bay-zip-off-trousers-A1B24024.html, 0.0571383944353402
max_pooling_single, walking sticks, 1, 0.1, Protection Pack, https://www.cotswoldoutdoor.com/p/dmm-protection-pack-F1622136.html, 0.0604756783818205
max_pooling_single, walking sticks, 1, 0.1, Mens Trembler Jacket, https://www.cotswoldoutdoor.com/p/mountain-equipment-mens-trembler-jacket-A1724342.html, 0.06053388942346638
max_pooling_single, walking sticks, 1, 0.1, Thermal Bag, https://www.cotswoldoutdoor.com/p/lifesystems-thermal-bag-E7344039.html, 0.06223143351940898
max_pooling_single, walking sticks, 1, 0.2, Square Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-square-sunglasses-E5114335.html, 0.052091600694060866
max_pooling_single, walking sticks, 1, 0.2, Thermal Mug, https://www.cotswoldoutdoor.com/p/lifeventure-thermal-mug-D3432028.html, 0.054143613727568644
max_pooling_single, walking sticks, 1, 0.2, Black Footbed, https://www.cotswoldoutdoor.com/p/superfeet-black-footbed-B9224043.html, 0.05609499547469115
max_pooling_single, walking sticks, 1, 0.2, Freight Hat, https://www.cotswoldoutdoor.com/p/rab-freight-hat-A3424575.html, 0.05620229047696062
max_pooling_single, walking sticks, 1, 0.2, Camps Bay Zip Off Trousers, https://www.cotswoldoutdoor.com/p/ayacucho-camps-bay-zip-off-trousers-A1B24024.html, 0.057431458114679895
max_pooling_single, walking sticks, 1, 0.2, Mens Tanken Pants, https://www.cotswoldoutdoor.com/p/the-north-face-mens-tanken-pants-A1B14027.html, 0.05785334812923069
max_pooling_single, walking sticks, 1, 0.2, Coast Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-coast-sunglasses-E5114456.html, 0.05853458440272341
max_pooling_single, walking sticks, 1, 0.2, Thermal Bag, https://www.cotswoldoutdoor.com/p/lifesystems-thermal-bag-E7344039.html, 0.062431425247237576
max_pooling_single, walking sticks, 1, 0.2, Protection Pack, https://www.cotswoldoutdoor.com/p/dmm-protection-pack-F1622136.html, 0.06267060199537955
max_pooling_single, walking sticks, 1, 0.2, Mens Cyrus GTX Shoe, https://www.cotswoldoutdoor.com/p/scarpa-mens-cyrus-gtx-shoe-B1222516.html, 0.06328648828550319
max_pooling_single, walking sticks, 1, 0.30000000000000004, Square Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-square-sunglasses-E5114335.html, 0.053895413977771214
max_pooling_single, walking sticks, 1, 0.30000000000000004, Thermal Mug, https://www.cotswoldoutdoor.com/p/lifeventure-thermal-mug-D3432028.html, 0.05621536663838762
max_pooling_single, walking sticks, 1, 0.30000000000000004, Freight Hat, https://www.cotswoldoutdoor.com/p/rab-freight-hat-A3424575.html, 0.056380361290740706
max_pooling_single, walking sticks, 1, 0.30000000000000004, Black Footbed, https://www.cotswoldoutdoor.com/p/superfeet-black-footbed-B9224043.html, 0.05708872517774745
max_pooling_single, walking sticks, 1, 0.30000000000000004, Camps Bay Zip Off Trousers, https://www.cotswoldoutdoor.com/p/ayacucho-camps-bay-zip-off-trousers-A1B24024.html, 0.05772452179401957
max_pooling_single, walking sticks, 1, 0.30000000000000004, Mens Tanken Pants, https://www.cotswoldoutdoor.com/p/the-north-face-mens-tanken-pants-A1B14027.html, 0.05993341524566334
max_pooling_single, walking sticks, 1, 0.30000000000000004, Coast Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-coast-sunglasses-E5114456.html, 0.061406481912313626
max_pooling_single, walking sticks, 1, 0.30000000000000004, Mens Cyrus GTX Shoe, https://www.cotswoldoutdoor.com/p/scarpa-mens-cyrus-gtx-shoe-B1222516.html, 0.06180395542802943
max_pooling_single, walking sticks, 1, 0.30000000000000004, Thermal Bag, https://www.cotswoldoutdoor.com/p/lifesystems-thermal-bag-E7344039.html, 0.06263141697506616
max_pooling_single, walking sticks, 1, 0.30000000000000004, Mens Vortex GTX Shoe, https://www.cotswoldoutdoor.com/p/scarpa-mens-vortex-gtx-shoe-B1222300.html, 0.06353167603938545
max_pooling_single, walking sticks, 1, 0.4, Square Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-square-sunglasses-E5114335.html, 0.055699227261481556
max_pooling_single, walking sticks, 1, 0.4, Freight Hat, https://www.cotswoldoutdoor.com/p/rab-freight-hat-A3424575.html, 0.0565584321045208
max_pooling_single, walking sticks, 1, 0.4, Camps Bay Zip Off Trousers, https://www.cotswoldoutdoor.com/p/ayacucho-camps-bay-zip-off-trousers-A1B24024.html, 0.05801758547335927
max_pooling_single, walking sticks, 1, 0.4, Black Footbed, https://www.cotswoldoutdoor.com/p/superfeet-black-footbed-B9224043.html, 0.05808245488080375
max_pooling_single, walking sticks, 1, 0.4, Thermal Mug, https://www.cotswoldoutdoor.com/p/lifeventure-thermal-mug-D3432028.html, 0.058287119549206595
max_pooling_single, walking sticks, 1, 0.4, Mens Cyrus GTX Shoe, https://www.cotswoldoutdoor.com/p/scarpa-mens-cyrus-gtx-shoe-B1222516.html, 0.060321422570555686
max_pooling_single, walking sticks, 1, 0.4, Mens Tanken Pants, https://www.cotswoldoutdoor.com/p/the-north-face-mens-tanken-pants-A1B14027.html, 0.06201348236209598
max_pooling_single, walking sticks, 1, 0.4, Thermal Bag, https://www.cotswoldoutdoor.com/p/lifesystems-thermal-bag-E7344039.html, 0.06283140870289476
max_pooling_single, walking sticks, 1, 0.4, Mens Vortex GTX Shoe, https://www.cotswoldoutdoor.com/p/scarpa-mens-vortex-gtx-shoe-B1222300.html, 0.0634900057537852
max_pooling_single, walking sticks, 1, 0.4, Coast Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-coast-sunglasses-E5114456.html, 0.06427837942190384
max_pooling_single, walking sticks, 1, 0.5, Freight Hat, https://www.cotswoldoutdoor.com/p/rab-freight-hat-A3424575.html, 0.0567365029183009
max_pooling_single, walking sticks, 1, 0.5, Square Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-square-sunglasses-E5114335.html, 0.0575030405451919
max_pooling_single, walking sticks, 1, 0.5, Camps Bay Zip Off Trousers, https://www.cotswoldoutdoor.com/p/ayacucho-camps-bay-zip-off-trousers-A1B24024.html, 0.05831064915269896
max_pooling_single, walking sticks, 1, 0.5, Mens Cyrus GTX Shoe, https://www.cotswoldoutdoor.com/p/scarpa-mens-cyrus-gtx-shoe-B1222516.html, 0.05883888971308193
max_pooling_single, walking sticks, 1, 0.5, Black Footbed, https://www.cotswoldoutdoor.com/p/superfeet-black-footbed-B9224043.html, 0.05907618458386005
max_pooling_single, walking sticks, 1, 0.5, Thermal Mug, https://www.cotswoldoutdoor.com/p/lifeventure-thermal-mug-D3432028.html, 0.06035887246002558
max_pooling_single, walking sticks, 1, 0.5, Thermal Bag, https://www.cotswoldoutdoor.com/p/lifesystems-thermal-bag-E7344039.html, 0.06303140043072336
max_pooling_single, walking sticks, 1, 0.5, Mens Vortex GTX Shoe, https://www.cotswoldoutdoor.com/p/scarpa-mens-vortex-gtx-shoe-B1222300.html, 0.06344833546818496
max_pooling_single, walking sticks, 1, 0.5, Mens Tanken Pants, https://www.cotswoldoutdoor.com/p/the-north-face-mens-tanken-pants-A1B14027.html, 0.06409354947852863
max_pooling_single, walking sticks, 1, 0.5, Mens Deluge Overtrousers, https://www.cotswoldoutdoor.com/p/berghaus-mens-deluge-overtrousers-A1A12080.html, 0.06621187577307752
max_pooling_single, walking sticks, 1, 0.6, Freight Hat, https://www.cotswoldoutdoor.com/p/rab-freight-hat-A3424575.html, 0.056914573732080996
max_pooling_single, walking sticks, 1, 0.6, Mens Cyrus GTX Shoe, https://www.cotswoldoutdoor.com/p/scarpa-mens-cyrus-gtx-shoe-B1222516.html, 0.05735635685560818
max_pooling_single, walking sticks, 1, 0.6, Camps Bay Zip Off Trousers, https://www.cotswoldoutdoor.com/p/ayacucho-camps-bay-zip-off-trousers-A1B24024.html, 0.05860371283203865
max_pooling_single, walking sticks, 1, 0.6, Square Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-square-sunglasses-E5114335.html, 0.05930685382890224
max_pooling_single, walking sticks, 1, 0.6, Black Footbed, https://www.cotswoldoutdoor.com/p/superfeet-black-footbed-B9224043.html, 0.06006991428691635
max_pooling_single, walking sticks, 1, 0.6, Thermal Mug, https://www.cotswoldoutdoor.com/p/lifeventure-thermal-mug-D3432028.html, 0.06243062537084457
max_pooling_single, walking sticks, 1, 0.6, Thermal Bag, https://www.cotswoldoutdoor.com/p/lifesystems-thermal-bag-E7344039.html, 0.06323139215855196
max_pooling_single, walking sticks, 1, 0.6, Mens Vortex GTX Shoe, https://www.cotswoldoutdoor.com/p/scarpa-mens-vortex-gtx-shoe-B1222300.html, 0.06340666518258471
max_pooling_single, walking sticks, 1, 0.6, Mens Deluge Overtrousers, https://www.cotswoldoutdoor.com/p/berghaus-mens-deluge-overtrousers-A1A12080.html, 0.06497607369619711
max_pooling_single, walking sticks, 1, 0.6, Mens Tanken Pants, https://www.cotswoldoutdoor.com/p/the-north-face-mens-tanken-pants-A1B14027.html, 0.06617361659496128
max_pooling_single, walking sticks, 1, 0.7000000000000001, Mens Cyrus GTX Shoe, https://www.cotswoldoutdoor.com/p/scarpa-mens-cyrus-gtx-shoe-B1222516.html, 0.05587382399813443
max_pooling_single, walking sticks, 1, 0.7000000000000001, Freight Hat, https://www.cotswoldoutdoor.com/p/rab-freight-hat-A3424575.html, 0.05709264454586109
max_pooling_single, walking sticks, 1, 0.7000000000000001, Camps Bay Zip Off Trousers, https://www.cotswoldoutdoor.com/p/ayacucho-camps-bay-zip-off-trousers-A1B24024.html, 0.05889677651137833
max_pooling_single, walking sticks, 1, 0.7000000000000001, Black Footbed, https://www.cotswoldoutdoor.com/p/superfeet-black-footbed-B9224043.html, 0.061063643989972646
max_pooling_single, walking sticks, 1, 0.7000000000000001, Square Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-square-sunglasses-E5114335.html, 0.06111066711261258
max_pooling_single, walking sticks, 1, 0.7000000000000001, Down Wash 300ml, https://www.cotswoldoutdoor.com/p/nikwax-down-wash-300ml-E9714001.html, 0.062264346884964406
max_pooling_single, walking sticks, 1, 0.7000000000000001, Mens Vortex GTX Shoe, https://www.cotswoldoutdoor.com/p/scarpa-mens-vortex-gtx-shoe-B1222300.html, 0.06336499489698447
max_pooling_single, walking sticks, 1, 0.7000000000000001, Thermal Bag, https://www.cotswoldoutdoor.com/p/lifesystems-thermal-bag-E7344039.html, 0.06343138388638056
max_pooling_single, walking sticks, 1, 0.7000000000000001, Mens Deluge Overtrousers, https://www.cotswoldoutdoor.com/p/berghaus-mens-deluge-overtrousers-A1A12080.html, 0.0637402716193167
max_pooling_single, walking sticks, 1, 0.7000000000000001, Boot Bag, https://www.cotswoldoutdoor.com/p/cotswold-outdoor-boot-bag-B9244028.html, 0.06434538511243142
max_pooling_single, walking sticks, 1, 0.8, Mens Cyrus GTX Shoe, https://www.cotswoldoutdoor.com/p/scarpa-mens-cyrus-gtx-shoe-B1222516.html, 0.05439129114066068
max_pooling_single, walking sticks, 1, 0.8, Freight Hat, https://www.cotswoldoutdoor.com/p/rab-freight-hat-A3424575.html, 0.05727071535964119
max_pooling_single, walking sticks, 1, 0.8, Down Wash 300ml, https://www.cotswoldoutdoor.com/p/nikwax-down-wash-300ml-E9714001.html, 0.057650905737932745
max_pooling_single, walking sticks, 1, 0.8, Camps Bay Zip Off Trousers, https://www.cotswoldoutdoor.com/p/ayacucho-camps-bay-zip-off-trousers-A1B24024.html, 0.059189840190718025
max_pooling_single, walking sticks, 1, 0.8, Boot Bag, https://www.cotswoldoutdoor.com/p/cotswold-outdoor-boot-bag-B9244028.html, 0.061604344972900085
max_pooling_single, walking sticks, 1, 0.8, Mens 175 Everyday Long Sleeve Half Zip Top, https://www.cotswoldoutdoor.com/p/icebreaker-mens-175-everyday-long-sleeve-half-zip-top-A1924095.html, 0.061936205304510314
max_pooling_single, walking sticks, 1, 0.8, Black Footbed, https://www.cotswoldoutdoor.com/p/superfeet-black-footbed-B9224043.html, 0.06205737369302895
max_pooling_single, walking sticks, 1, 0.8, Mens Deluge Overtrousers, https://www.cotswoldoutdoor.com/p/berghaus-mens-deluge-overtrousers-A1A12080.html, 0.0625044695424363
max_pooling_single, walking sticks, 1, 0.8, Square Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-square-sunglasses-E5114335.html, 0.06291448039632293
max_pooling_single, walking sticks, 1, 0.8, Mens Vortex GTX Shoe, https://www.cotswoldoutdoor.com/p/scarpa-mens-vortex-gtx-shoe-B1222300.html, 0.06332332461138421
max_pooling_single, walking sticks, 1, 0.9, Mens Cyrus GTX Shoe, https://www.cotswoldoutdoor.com/p/scarpa-mens-cyrus-gtx-shoe-B1222516.html, 0.05290875828318693
max_pooling_single, walking sticks, 1, 0.9, Down Wash 300ml, https://www.cotswoldoutdoor.com/p/nikwax-down-wash-300ml-E9714001.html, 0.053037464590901084
max_pooling_single, walking sticks, 1, 0.9, Freight Hat, https://www.cotswoldoutdoor.com/p/rab-freight-hat-A3424575.html, 0.057448786173421286
max_pooling_single, walking sticks, 1, 0.9, Boot Bag, https://www.cotswoldoutdoor.com/p/cotswold-outdoor-boot-bag-B9244028.html, 0.05886330483336875
max_pooling_single, walking sticks, 1, 0.9, Mens 175 Everyday Long Sleeve Half Zip Top, https://www.cotswoldoutdoor.com/p/icebreaker-mens-175-everyday-long-sleeve-half-zip-top-A1924095.html, 0.05906929173668803
max_pooling_single, walking sticks, 1, 0.9, Camps Bay Zip Off Trousers, https://www.cotswoldoutdoor.com/p/ayacucho-camps-bay-zip-off-trousers-A1B24024.html, 0.05948290387005772
max_pooling_single, walking sticks, 1, 0.9, Mens Deluge Overtrousers, https://www.cotswoldoutdoor.com/p/berghaus-mens-deluge-overtrousers-A1A12080.html, 0.061268667465555884
max_pooling_single, walking sticks, 1, 0.9, Lite 700 Sleeping Bag, https://www.cotswoldoutdoor.com/p/ayacucho-lite-700-sleeping-bag-D2212172.html, 0.062593721544385
max_pooling_single, walking sticks, 1, 0.9, Black Footbed, https://www.cotswoldoutdoor.com/p/superfeet-black-footbed-B9224043.html, 0.06305110339608525
max_pooling_single, walking sticks, 1, 0.9, Mens Vortex GTX Shoe, https://www.cotswoldoutdoor.com/p/scarpa-mens-vortex-gtx-shoe-B1222300.html, 0.06328165432578396
max_pooling_single, walking sticks, 2, 0.1, Square Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-square-sunglasses-E5114335.html, 0.05083066090951005
max_pooling_single, walking sticks, 2, 0.1, Thermal Mug, https://www.cotswoldoutdoor.com/p/lifeventure-thermal-mug-D3432028.html, 0.05232306353386157
max_pooling_single, walking sticks, 2, 0.1, Mens Trembler Jacket, https://www.cotswoldoutdoor.com/p/mountain-equipment-mens-trembler-jacket-A1724342.html, 0.05527964443543626
max_pooling_single, walking sticks, 2, 0.1, Black Footbed, https://www.cotswoldoutdoor.com/p/superfeet-black-footbed-B9224043.html, 0.056395887930390035
max_pooling_single, walking sticks, 2, 0.1, Coast Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-coast-sunglasses-E5114456.html, 0.05669109541772613
max_pooling_single, walking sticks, 2, 0.1, Freight Hat, https://www.cotswoldoutdoor.com/p/rab-freight-hat-A3424575.html, 0.05739132979160862
max_pooling_single, walking sticks, 2, 0.1, Crush Lace Climbing Shoe, https://www.cotswoldoutdoor.com/p/climb-x-crush-lace-climbing-shoe-F1112187.html, 0.06274340898213976
max_pooling_single, walking sticks, 2, 0.1, Mens Power Run 1/2 Tights, https://www.cotswoldoutdoor.com/p/nike-mens-power-run-1-2-tights-K1614350.html, 0.06295237320813947
max_pooling_single, walking sticks, 2, 0.1, Block Chalk, https://www.cotswoldoutdoor.com/p/metolius-block-chalk-F1922017.html, 0.06344114336407546
max_pooling_single, walking sticks, 2, 0.1, Mens Vortex GTX Shoe, https://www.cotswoldoutdoor.com/p/scarpa-mens-vortex-gtx-shoe-B1222300.html, 0.06409686809588334
max_pooling_single, walking sticks, 2, 0.2, Square Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-square-sunglasses-E5114335.html, 0.05317734769237992
max_pooling_single, walking sticks, 2, 0.2, Thermal Mug, https://www.cotswoldoutdoor.com/p/lifeventure-thermal-mug-D3432028.html, 0.054646019161792465
max_pooling_single, walking sticks, 2, 0.2, Mens Trembler Jacket, https://www.cotswoldoutdoor.com/p/mountain-equipment-mens-trembler-jacket-A1724342.html, 0.05497551170708792
max_pooling_single, walking sticks, 2, 0.2, Black Footbed, https://www.cotswoldoutdoor.com/p/superfeet-black-footbed-B9224043.html, 0.058684239792201526
max_pooling_single, walking sticks, 2, 0.2, Freight Hat, https://www.cotswoldoutdoor.com/p/rab-freight-hat-A3424575.html, 0.05893651073381681
max_pooling_single, walking sticks, 2, 0.2, Mens Power Run 1/2 Tights, https://www.cotswoldoutdoor.com/p/nike-mens-power-run-1-2-tights-K1614350.html, 0.06018966526457296
max_pooling_single, walking sticks, 2, 0.2, Coast Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-coast-sunglasses-E5114456.html, 0.06059140145190927
max_pooling_single, walking sticks, 2, 0.2, Mens Cyrus GTX Shoe, https://www.cotswoldoutdoor.com/p/scarpa-mens-cyrus-gtx-shoe-B1222516.html, 0.06420767363914087
max_pooling_single, walking sticks, 2, 0.2, Mens Vortex GTX Shoe, https://www.cotswoldoutdoor.com/p/scarpa-mens-vortex-gtx-shoe-B1222300.html, 0.06453704929558049
max_pooling_single, walking sticks, 2, 0.2, Block Chalk, https://www.cotswoldoutdoor.com/p/metolius-block-chalk-F1922017.html, 0.06630567223380522
max_pooling_single, walking sticks, 2, 0.30000000000000004, Mens Trembler Jacket, https://www.cotswoldoutdoor.com/p/mountain-equipment-mens-trembler-jacket-A1724342.html, 0.05467137897873958
max_pooling_single, walking sticks, 2, 0.30000000000000004, Square Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-square-sunglasses-E5114335.html, 0.055524034475249784
max_pooling_single, walking sticks, 2, 0.30000000000000004, Thermal Mug, https://www.cotswoldoutdoor.com/p/lifeventure-thermal-mug-D3432028.html, 0.05696897478972335
max_pooling_single, walking sticks, 2, 0.30000000000000004, Mens Power Run 1/2 Tights, https://www.cotswoldoutdoor.com/p/nike-mens-power-run-1-2-tights-K1614350.html, 0.057426957321006444
max_pooling_single, walking sticks, 2, 0.30000000000000004, Freight Hat, https://www.cotswoldoutdoor.com/p/rab-freight-hat-A3424575.html, 0.06048169167602499
max_pooling_single, walking sticks, 2, 0.30000000000000004, Black Footbed, https://www.cotswoldoutdoor.com/p/superfeet-black-footbed-B9224043.html, 0.06097259165401301
max_pooling_single, walking sticks, 2, 0.30000000000000004, Mens Cyrus GTX Shoe, https://www.cotswoldoutdoor.com/p/scarpa-mens-cyrus-gtx-shoe-B1222516.html, 0.06318573345848595
max_pooling_single, walking sticks, 2, 0.30000000000000004, Coast Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-coast-sunglasses-E5114456.html, 0.06449170748609241
max_pooling_single, walking sticks, 2, 0.30000000000000004, Mens Vortex GTX Shoe, https://www.cotswoldoutdoor.com/p/scarpa-mens-vortex-gtx-shoe-B1222300.html, 0.06497723049527762
max_pooling_single, walking sticks, 2, 0.30000000000000004, Block Chalk, https://www.cotswoldoutdoor.com/p/metolius-block-chalk-F1922017.html, 0.06917020110353497
max_pooling_single, walking sticks, 2, 0.4, Mens Trembler Jacket, https://www.cotswoldoutdoor.com/p/mountain-equipment-mens-trembler-jacket-A1724342.html, 0.054367246250391243
max_pooling_single, walking sticks, 2, 0.4, Mens Power Run 1/2 Tights, https://www.cotswoldoutdoor.com/p/nike-mens-power-run-1-2-tights-K1614350.html, 0.054664249377439925
max_pooling_single, walking sticks, 2, 0.4, Square Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-square-sunglasses-E5114335.html, 0.05787072125811965
max_pooling_single, walking sticks, 2, 0.4, Thermal Mug, https://www.cotswoldoutdoor.com/p/lifeventure-thermal-mug-D3432028.html, 0.05929193041765424
max_pooling_single, walking sticks, 2, 0.4, Freight Hat, https://www.cotswoldoutdoor.com/p/rab-freight-hat-A3424575.html, 0.062026872618233184
max_pooling_single, walking sticks, 2, 0.4, Mens Cyrus GTX Shoe, https://www.cotswoldoutdoor.com/p/scarpa-mens-cyrus-gtx-shoe-B1222516.html, 0.06216379327783104
max_pooling_single, walking sticks, 2, 0.4, Black Footbed, https://www.cotswoldoutdoor.com/p/superfeet-black-footbed-B9224043.html, 0.0632609435158245
max_pooling_single, walking sticks, 2, 0.4, Mens Vortex GTX Shoe, https://www.cotswoldoutdoor.com/p/scarpa-mens-vortex-gtx-shoe-B1222300.html, 0.06541741169497477
max_pooling_single, walking sticks, 2, 0.4, Mens Hypress Short Sleeve Shirt, https://www.cotswoldoutdoor.com/p/the-north-face-mens-hypress-short-sleeve-shirt-A1833040.html, 0.06833995305930327
max_pooling_single, walking sticks, 2, 0.4, Coast Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-coast-sunglasses-E5114456.html, 0.06839201352027555
max_pooling_single, walking sticks, 2, 0.5, Mens Power Run 1/2 Tights, https://www.cotswoldoutdoor.com/p/nike-mens-power-run-1-2-tights-K1614350.html, 0.051901541433873405
max_pooling_single, walking sticks, 2, 0.5, Mens Trembler Jacket, https://www.cotswoldoutdoor.com/p/mountain-equipment-mens-trembler-jacket-A1724342.html, 0.054063113522042905
max_pooling_single, walking sticks, 2, 0.5, Square Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-square-sunglasses-E5114335.html, 0.06021740804098952
max_pooling_single, walking sticks, 2, 0.5, Mens Cyrus GTX Shoe, https://www.cotswoldoutdoor.com/p/scarpa-mens-cyrus-gtx-shoe-B1222516.html, 0.061141853097176124
max_pooling_single, walking sticks, 2, 0.5, Thermal Mug, https://www.cotswoldoutdoor.com/p/lifeventure-thermal-mug-D3432028.html, 0.06161488604558513
max_pooling_single, walking sticks, 2, 0.5, Mens Hypress Short Sleeve Shirt, https://www.cotswoldoutdoor.com/p/the-north-face-mens-hypress-short-sleeve-shirt-A1833040.html, 0.06332214869143815
max_pooling_single, walking sticks, 2, 0.5, Freight Hat, https://www.cotswoldoutdoor.com/p/rab-freight-hat-A3424575.html, 0.06357205356044138
max_pooling_single, walking sticks, 2, 0.5, Mens Rho LT Zip Neck, https://www.cotswoldoutdoor.com/p/arc-teryx-mens-rho-lt-zip-neck-A2114119.html, 0.06506339467060326
max_pooling_single, walking sticks, 2, 0.5, Black Footbed, https://www.cotswoldoutdoor.com/p/superfeet-black-footbed-B9224043.html, 0.06554929537763599
max_pooling_single, walking sticks, 2, 0.5, Mens Vortex GTX Shoe, https://www.cotswoldoutdoor.com/p/scarpa-mens-vortex-gtx-shoe-B1222300.html, 0.06585759289467191
max_pooling_single, walking sticks, 2, 0.6, Mens Power Run 1/2 Tights, https://www.cotswoldoutdoor.com/p/nike-mens-power-run-1-2-tights-K1614350.html, 0.049138833490306885
max_pooling_single, walking sticks, 2, 0.6, Mens Trembler Jacket, https://www.cotswoldoutdoor.com/p/mountain-equipment-mens-trembler-jacket-A1724342.html, 0.053758980793694566
max_pooling_single, walking sticks, 2, 0.6, Mens Hypress Short Sleeve Shirt, https://www.cotswoldoutdoor.com/p/the-north-face-mens-hypress-short-sleeve-shirt-A1833040.html, 0.05830434432357304
max_pooling_single, walking sticks, 2, 0.6, Mens Cyrus GTX Shoe, https://www.cotswoldoutdoor.com/p/scarpa-mens-cyrus-gtx-shoe-B1222516.html, 0.06011991291652121
max_pooling_single, walking sticks, 2, 0.6, Mens Rho LT Zip Neck, https://www.cotswoldoutdoor.com/p/arc-teryx-mens-rho-lt-zip-neck-A2114119.html, 0.060729698292895734
max_pooling_single, walking sticks, 2, 0.6, Square Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-square-sunglasses-E5114335.html, 0.06256409482385938
max_pooling_single, walking sticks, 2, 0.6, Thermal Mug, https://www.cotswoldoutdoor.com/p/lifeventure-thermal-mug-D3432028.html, 0.06393784167351602
max_pooling_single, walking sticks, 2, 0.6, Freight Hat, https://www.cotswoldoutdoor.com/p/rab-freight-hat-A3424575.html, 0.06511723450264957
max_pooling_single, walking sticks, 2, 0.6, Mens Vortex GTX Shoe, https://www.cotswoldoutdoor.com/p/scarpa-mens-vortex-gtx-shoe-B1222300.html, 0.06629777409436906
max_pooling_single, walking sticks, 2, 0.6, Mens Deluge Overtrousers, https://www.cotswoldoutdoor.com/p/berghaus-mens-deluge-overtrousers-A1A12080.html, 0.06654838533899912
max_pooling_single, walking sticks, 2, 0.7000000000000001, Mens Power Run 1/2 Tights, https://www.cotswoldoutdoor.com/p/nike-mens-power-run-1-2-tights-K1614350.html, 0.046376125546740365
max_pooling_single, walking sticks, 2, 0.7000000000000001, Mens Hypress Short Sleeve Shirt, https://www.cotswoldoutdoor.com/p/the-north-face-mens-hypress-short-sleeve-shirt-A1833040.html, 0.05328653995570791
max_pooling_single, walking sticks, 2, 0.7000000000000001, Mens Trembler Jacket, https://www.cotswoldoutdoor.com/p/mountain-equipment-mens-trembler-jacket-A1724342.html, 0.05345484806534623
max_pooling_single, walking sticks, 2, 0.7000000000000001, Mens Rho LT Zip Neck, https://www.cotswoldoutdoor.com/p/arc-teryx-mens-rho-lt-zip-neck-A2114119.html, 0.05639600191518819
max_pooling_single, walking sticks, 2, 0.7000000000000001, Mens Cyrus GTX Shoe, https://www.cotswoldoutdoor.com/p/scarpa-mens-cyrus-gtx-shoe-B1222516.html, 0.0590979727358663
max_pooling_single, walking sticks, 2, 0.7000000000000001, Square Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-square-sunglasses-E5114335.html, 0.06491078160672925
max_pooling_single, walking sticks, 2, 0.7000000000000001, Mens Deluge Overtrousers, https://www.cotswoldoutdoor.com/p/berghaus-mens-deluge-overtrousers-A1A12080.html, 0.0655746352025857
max_pooling_single, walking sticks, 2, 0.7000000000000001, Thermal Mug, https://www.cotswoldoutdoor.com/p/lifeventure-thermal-mug-D3432028.html, 0.0662607973014469
max_pooling_single, walking sticks, 2, 0.7000000000000001, Mens All Season Glove, https://www.cotswoldoutdoor.com/p/sealskinz-mens-all-season-glove-A3214700.html, 0.06630443848829837
max_pooling_single, walking sticks, 2, 0.7000000000000001, Freight Hat, https://www.cotswoldoutdoor.com/p/rab-freight-hat-A3424575.html, 0.06666241544485776
max_pooling_single, walking sticks, 2, 0.8, Mens Power Run 1/2 Tights, https://www.cotswoldoutdoor.com/p/nike-mens-power-run-1-2-tights-K1614350.html, 0.04361341760317385
max_pooling_single, walking sticks, 2, 0.8, Mens Hypress Short Sleeve Shirt, https://www.cotswoldoutdoor.com/p/the-north-face-mens-hypress-short-sleeve-shirt-A1833040.html, 0.04826873558784279
max_pooling_single, walking sticks, 2, 0.8, Mens Rho LT Zip Neck, https://www.cotswoldoutdoor.com/p/arc-teryx-mens-rho-lt-zip-neck-A2114119.html, 0.05206230553748065
